Symbol	Name	LastSale	MarketCap	IPOyear	Sector	Industry	Exchange	Currency
CHSCL	CHS Inc	28.5528	NA	NA	Consumer Services	Farming/Seeds/Milling	NASDAQ	USD
CHSCM	CHS Inc	27.61	$524.59M	NA	Consumer Services	Farming/Seeds/Milling	NASDAQ	USD
CHSCN	CHS Inc	28.35	$476.28M	NA	Consumer Services	Farming/Seeds/Milling	NASDAQ	USD
CHSCO	CHS Inc	29.38	$332.56M	NA	Consumer Services	Farming/Seeds/Milling	NASDAQ	USD
CHSCP	CHS Inc	30.94	$223.77M	NA	Consumer Services	Farming/Seeds/Milling	NASDAQ	USD
CHTR	Charter Communications, Inc.	326.75	$87.86B	NA	Consumer Services	Television Services	NASDAQ	USD
CHUBA	CommerceHub, Inc.	16.66	$713.88M	NA	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
CHUBK	CommerceHub, Inc.	16.49	$706.59M	NA	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
CHUY	Chuy&#39;s Holdings, Inc.	28.15	$473.55M	2012	Consumer Services	Restaurants	NASDAQ	USD
CHW	Calamos Global Dynamic Income Fund	7.72	$455.53M	2007	NA	NA	NASDAQ	USD
CHY	Calamos Convertible and High Income Fund	11.34	$822.57M	2003	NA	NA	NASDAQ	USD
CIBR	First Trust NASDAQ Cybersecurity ETF	21.51	$186.06M	NA	NA	NA	NASDAQ	USD
CID	VictoryShares International High Div Volatility Wtd ETF	32.7129	NA	NA	NA	NA	NASDAQ	USD
CIDM	Cinedigm Corp	1.49	$15.68M	NA	Consumer Services	Consumer Electronics/Video Chains	NASDAQ	USD
CIGI	Colliers International Group Inc. 	48.95	$1.83B	NA	Finance	Real Estate	NASDAQ	USD
CIL	VictoryShares International Volatility Wtd ETF	34.249	NA	NA	NA	NA	NASDAQ	USD
CINF	Cincinnati Financial Corporation	73.49	$12.11B	NA	Finance	Property-Casualty Insurers	NASDAQ	USD
CIVB	Civista Bancshares, Inc. 	22.84	$193.1M	NA	Finance	Major Banks	NASDAQ	USD
CIVBP	Civista Bancshares, Inc. 	72	NA	NA	Finance	Major Banks	NASDAQ	USD
CIZ	VictoryShares Developed Enhanced Volatility Wtd ETF	29.6599	NA	NA	NA	NA	NASDAQ	USD
CIZN	Citizens Holding Company	25.89	$126.22M	NA	Finance	Major Banks	NASDAQ	USD
CJJD	China Jo-Jo Drugstores, Inc.	1.9	$47.91M	NA	Consumer Durables	Specialty Chemicals	NASDAQ	USD
CLAC	Capitol Acquisition Corp. III	10	$406.25M	2015	Finance	Business Services	NASDAQ	USD
CLACU	Capitol Acquisition Corp. III	10.76	NA	2015	Finance	Business Services	NASDAQ	USD
CLACW	Capitol Acquisition Corp. III	0.9	NA	2015	Finance	Business Services	NASDAQ	USD
CLBH	Carolina Bank Holdings Inc.	28.7	$145.01M	NA	Finance	Major Banks	NASDAQ	USD
CLBS	Caladrius Biosciences, Inc.	5.05	$41.26M	NA	Health Care	Hospital/Nursing Management	NASDAQ	USD
CLCD	CoLucid Pharmaceuticals, Inc.	46.5	$896.72M	2015	Health Care	Major Pharmaceuticals	NASDAQ	USD
CLCT	Collectors Universe, Inc.	23.6	$210.54M	1999	Miscellaneous	Business Services	NASDAQ	USD
CLDC	China Lending Corporation	6.48	$148.38M	2014	Finance	Diversified Financial Services	NASDAQ	USD
CLDX	Celldex Therapeutics, Inc.	3.26	$398.63M	NA	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	NASDAQ	USD
CLFD	Clearfield, Inc.	16.45	$232.65M	NA	Public Utilities	Telecommunications Equipment	NASDAQ	USD
CLIR	ClearSign Combustion Corporation	3.9	$60.84M	2012	Capital Goods	Industrial Machinery/Components	NASDAQ	USD
CLIRW	ClearSign Combustion Corporation	1.41	NA	NA	Capital Goods	Industrial Machinery/Components	NASDAQ	USD
CLLS	Cellectis S.A.	20.04	$708.08M	2015	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	NASDAQ	USD
CLMT	Calumet Specialty Products Partners, L.P.	3.8	$290.26M	2006	Energy	Integrated oil Companies	NASDAQ	USD
CLNE	Clean Energy Fuels Corp.	2.49	$340.73M	2007	Public Utilities	Natural Gas Distribution	NASDAQ	USD
CLNT	Cleantech Solutions International, Inc.	0.78	$4.08M	NA	Technology	Industrial Machinery/Components	NASDAQ	USD
CLRB	Cellectar Biosciences, Inc.	2.14	$24.61M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
CLRBW	Cellectar Biosciences, Inc.	0.329	NA	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
CLRBZ	Cellectar Biosciences, Inc.	0.69	NA	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
CLRO	ClearOne, Inc.	11.55	$102.51M	NA	Public Utilities	Telecommunications Equipment	NASDAQ	USD
CLSD	Clearside Biomedical, Inc.	8.06	$165.78M	2016	Health Care	Major Pharmaceuticals	NASDAQ	USD
CLSN	Celsion Corporation	0.21	$6.95M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
CLUB	Town Sports International Holdings, Inc.	3.25	$83.24M	2006	Consumer Services	Hotels/Resorts	NASDAQ	USD
CLVS	Clovis Oncology, Inc.	57.9	$2.57B	2011	Health Care	Major Pharmaceuticals	NASDAQ	USD
CLWT	Euro Tech Holdings Company Limited	3.65	$7.53M	1997	Consumer Durables	Diversified Electronic Products	NASDAQ	USD
CMCO	Columbus McKinnon Corporation	25.91	$583.51M	1996	Capital Goods	Construction/Ag Equipment/Trucks	NASDAQ	USD
CMCSA	Comcast Corporation	37.89	$180.04B	NA	Consumer Services	Television Services	NASDAQ	USD
CMCT	CIM Commercial Trust Corporation	15.7	$1.32B	NA	Consumer Services	Real Estate Investment Trusts	NASDAQ	USD
CME	CME Group Inc.	122.62	$41.61B	2002	Finance	Investment Bankers/Brokers/Service	NASDAQ	USD
CMFN	CM Finance Inc	10	$136.88M	2014	NA	NA	NASDAQ	USD
CMLS	Cumulus Media Inc.	0.759	$22.24M	1998	Consumer Services	Broadcasting	NASDAQ	USD
CMPR	Cimpress N.V	83.22	$2.59B	NA	Miscellaneous	Publishing	NASDAQ	USD
CMRX	Chimerix, Inc.	5.46	$252.88M	2013	Health Care	Major Pharmaceuticals	NASDAQ	USD
CMTL	Comtech Telecommunications Corp.	11.52	$271.02M	NA	Technology	Radio And Television Broadcasting And Communications Equipment	NASDAQ	USD
CNAT	Conatus Pharmaceuticals Inc.	4.95	$129.03M	2013	Health Care	Major Pharmaceuticals	NASDAQ	USD
CNBKA	Century Bancorp, Inc.	63.75	$354.95M	1987	Finance	Major Banks	NASDAQ	USD
CNCE	Concert Pharmaceuticals, Inc.	9.27	$206.48M	2014	Health Care	Major Pharmaceuticals	NASDAQ	USD
CNCR	Loncar Cancer Immunotherapy ETF	22.26	NA	NA	NA	NA	NASDAQ	USD
CNET	ChinaNet Online Holdings, Inc.	1.31	$15.93M	NA	Technology	Computer Software: Programming, Data Processing	NASDAQ	USD
CNFR	Conifer Holdings, Inc.	7.25	$55.34M	2015	Finance	Property-Casualty Insurers	NASDAQ	USD
CNIT	China Information Technology, Inc.	0.85	$34.09M	NA	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
CNMD	CONMED Corporation	42.66	$1.19B	1987	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	NASDAQ	USD
CNOB	ConnectOne Bancorp, Inc.	25.6	$817.78M	NA	Finance	Major Banks	NASDAQ	USD
CNSL	Consolidated Communications Holdings, Inc.	23.14	$1.17B	2005	Public Utilities	Telecommunications Equipment	NASDAQ	USD
CNTF	China TechFaith Wireless Communication Technology Limited	1.72	$18.21M	2005	NA	NA	NASDAQ	USD
CNTY	Century Casinos, Inc.	7.07	$172.82M	NA	Consumer Services	Hotels/Resorts	NASDAQ	USD
CNV	Cnova N.V.	5.3	$2.34B	2014	Consumer Services	Catalog/Specialty Distribution	NASDAQ	USD
CNXN	PC Connection, Inc.	26.99	$716.84M	NA	Consumer Services	Catalog/Specialty Distribution	NASDAQ	USD
CNXR	Connecture, Inc.	2.24	$50.05M	2014	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
COBZ	CoBiz Financial Inc.	17.44	$725.04M	1998	Finance	Major Banks	NASDAQ	USD
COGT	Cogint, Inc.	3.5	$186.75M	NA	Consumer Services	Advertising	NASDAQ	USD
COHR	Coherent, Inc.	187.12	$4.59B	NA	Capital Goods	Biotechnology: Laboratory Analytical Instruments	NASDAQ	USD
COHU	Cohu, Inc.	16.65	$444.75M	NA	Capital Goods	Electrical Products	NASDAQ	USD
COKE	Coca-Cola Bottling Co. Consolidated	177.32	$1.65B	1972	Consumer Non-Durables	Beverages (Production/Distribution)	NASDAQ	USD
COLB	Columbia Banking System, Inc.	40.81	$2.37B	1992	Finance	Major Banks	NASDAQ	USD
COLL	Collegium Pharmaceutical, Inc.	14.04	$401.69M	2015	Health Care	Major Pharmaceuticals	NASDAQ	USD
COLM	Columbia Sportswear Company	55.73	$3.89B	1998	Consumer Non-Durables	Apparel	NASDAQ	USD
COMM	CommScope Holding Company, Inc.	37.32	$7.2B	2013	Technology	Radio And Television Broadcasting And Communications Equipment	NASDAQ	USD
COMT	iShares Commodities Select Strategy ETF	34.49	$169M	NA	NA	NA	NASDAQ	USD
CONE	CyrusOne Inc	49.91	$4.17B	2013	Consumer Services	Real Estate Investment Trusts	NASDAQ	USD
CONN	Conn&#39;s, Inc.	9.55	$294.71M	2003	Consumer Services	Consumer Electronics/Video Chains	NASDAQ	USD
COOL	PolarityTE, Inc.	6.78	$28.82M	NA	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
CORE	Core-Mark Holding Company, Inc.	32.99	$1.52B	NA	Consumer Non-Durables	Food Distributors	NASDAQ	USD
CORI	Corium International, Inc.	3.81	$111.35M	2014	Health Care	Major Pharmaceuticals	NASDAQ	USD
CORT	Corcept Therapeutics Incorporated	8.85	$982.63M	2004	Health Care	Major Pharmaceuticals	NASDAQ	USD
COST	Costco Wholesale Corporation	177.56	$77.99B	NA	Consumer Services	Department/Specialty Retail Stores	NASDAQ	USD
COUP	Coupa Software Incorporated	26.38	$1.32B	2016	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
COVS	Covisint Corporation	2	$81.73M	2013	Technology	EDP Services	NASDAQ	USD
COWN	Cowen Group, Inc.	14.55	$388.49M	NA	Finance	Investment Bankers/Brokers/Service	NASDAQ	USD
COWNL	Cowen Group, Inc.	26.9334	NA	NA	Finance	Investment Bankers/Brokers/Service	NASDAQ	USD
COYN	COPsync, Inc.	0.36	$3.6M	NA	Technology	Computer Communications Equipment	NASDAQ	USD
COYNW	COPsync, Inc.	0.0683	NA	NA	Technology	Computer Communications Equipment	NASDAQ	USD
CPAA	Conyers Park Acquisition Corp.	10.85	$545.89M	2016	Finance	Business Services	NASDAQ	USD
CPAAU	Conyers Park Acquisition Corp.	11.1	NA	2016	Finance	Business Services	NASDAQ	USD
CPAAW	Conyers Park Acquisition Corp.	2.5	NA	2016	Finance	Business Services	NASDAQ	USD
CPAH	CounterPath Corporation	2.42	$12.12M	NA	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
CPHC	Canterbury Park Holding Corporation	10.3	$44.52M	NA	Consumer Services	Services-Misc. Amusement & Recreation	NASDAQ	USD
CPIX	Cumberland Pharmaceuticals Inc.	5.66	$91.58M	2009	Health Care	Major Pharmaceuticals	NASDAQ	USD
CPLA	Capella Education Company	75.8	$875.11M	2006	Consumer Services	Other Consumer Services	NASDAQ	USD
CPLP	Capital Product Partners L.P.	3.33	$406.58M	2007	Transportation	Marine Transportation	NASDAQ	USD
CPRT	Copart, Inc.	58.99	$6.76B	1994	Consumer Durables	Automotive Aftermarket	NASDAQ	USD
CPRX	Catalyst Pharmaceuticals, Inc.	1.1	$91.19M	2006	Health Care	Major Pharmaceuticals	NASDAQ	USD
CPSH	CPS Technologies Corp.	1.43	$18.88M	NA	Capital Goods	Building Materials	NASDAQ	USD
CPSI	Computer Programs and Systems, Inc.	26.9	$364.04M	2002	Technology	EDP Services	NASDAQ	USD
CPSS	Consumer Portfolio Services, Inc.	5.09	$121.36M	1992	Finance	Finance: Consumer Services	NASDAQ	USD
CPST	Capstone Turbine Corporation	0.75	$26.79M	2000	Energy	Industrial Machinery/Components	NASDAQ	USD
CPTA	Capitala Finance Corp.	14.65	$232.21M	2013	NA	NA	NASDAQ	USD
CRAI	CRA International,Inc.	36.98	$309.21M	1998	Miscellaneous	Other Consumer Services	NASDAQ	USD
CRAY	Cray Inc	20.95	$853.43M	NA	Technology	Computer Manufacturing	NASDAQ	USD
CRBP	Corbus Pharmaceuticals Holdings, Inc.	8.5	$377.72M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
CRDS	Crossroads Systems, Inc.	3.77	$4.62M	1999	Technology	Computer peripheral equipment	NASDAQ	USD
CRDT	WisdomTree Strategic Corporate Bond Fund	74.5475	$7.45M	NA	NA	NA	NASDAQ	USD
CREE	Cree, Inc.	27.41	$2.67B	1993	Technology	Semiconductors	NASDAQ	USD
CREG	China Recycling Energy Corporation	1.6911	$14.05M	NA	Miscellaneous	Business Services	NASDAQ	USD
CRESY	Cresud S.A.C.I.F. y A.	18.55	$930.55M	1997	Finance	Real Estate	NASDAQ	USD
CRIS	Curis, Inc.	2.37	$333.1M	NA	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	NASDAQ	USD
CRME	Cardiome Pharma Corporation	3	$95.65M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
CRMT	America&#39;s Car-Mart, Inc.	31.85	$251.66M	NA	Consumer Durables	Automotive Aftermarket	NASDAQ	USD
CRNT	Ceragon Networks Ltd.	3.66	$284.33M	NA	Technology	Radio And Television Broadcasting And Communications Equipment	NASDAQ	USD
CROX	Crocs, Inc.	6.66	$489.82M	2006	Consumer Non-Durables	Shoe Manufacturing	NASDAQ	USD
CRSP	CRISPR Therapeutics AG	17.9	$712.58M	2016	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	NASDAQ	USD
CRTN	Cartesian, Inc.	1.08	$9.62M	NA	Consumer Services	Professional Services	NASDAQ	USD
CRTO	Criteo S.A.	48	$3.06B	2013	Technology	Advertising	NASDAQ	USD
CRUS	Cirrus Logic, Inc.	55.66	$3.58B	1989	Technology	Semiconductors	NASDAQ	USD
CRVL	CorVel Corp.	41	$784.25M	NA	Finance	Specialty Insurers	NASDAQ	USD
CRVS	Corvus Pharmaceuticals, Inc.	13.35	$279.17M	2016	Health Care	Major Pharmaceuticals	NASDAQ	USD
CRWS	Crown Crafts, Inc.	7.7	$77.25M	NA	Basic Industries	Textiles	NASDAQ	USD
CRZO	Carrizo Oil & Gas, Inc.	31.73	$2.07B	1997	Energy	Oil & Gas Production	NASDAQ	USD
CSA	VictoryShares US Small Cap Volatility Wtd ETF	41.84	$2.14B	NA	NA	NA	NASDAQ	USD
CSAL	Communications Sales & Leasing,Inc.	28.94	$4.51B	NA	Consumer Services	Real Estate Investment Trusts	NASDAQ	USD
CSB	VictoryShares US Small Cap High Div Volatility Wtd ETF	40.9696	NA	NA	NA	NA	NASDAQ	USD
CSBK	Clifton Bancorp Inc.	16.33	$375.98M	NA	Finance	Savings Institutions	NASDAQ	USD
CSBR	Champions Oncology, Inc.	3.28	$35.97M	NA	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	NASDAQ	USD
CSCO	Cisco Systems, Inc.	34.32	$171.87B	1990	Technology	Computer Communications Equipment	NASDAQ	USD
CSF	VictoryShares US Discovery Enhanced Volatility Wtd ETF	40.85	$22.47M	NA	NA	NA	NASDAQ	USD
CSFL	CenterState Banks, Inc.	25.05	$1.27B	NA	Finance	Major Banks	NASDAQ	USD
CSGP	CoStar Group, Inc.	201.34	$6.56B	1998	Miscellaneous	Business Services	NASDAQ	USD
CSGS	CSG Systems International, Inc.	40.03	$1.29B	1996	Technology	EDP Services	NASDAQ	USD
CSII	Cardiovascular Systems, Inc.	27.81	$906.69M	1981	Health Care	Medical/Dental Instruments	NASDAQ	USD
CSIQ	Canadian Solar Inc.	14.8	$850.08M	2006	Technology	Semiconductors	NASDAQ	USD
CSOD	Cornerstone OnDemand, Inc.	42.25	$2.37B	2011	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
CSPI	CSP Inc.	9.28	$35.46M	1982	Technology	EDP Services	NASDAQ	USD
CSQ	Calamos Strategic Total Return Fund	11.15	$1.72B	2004	NA	NA	NASDAQ	USD
CSTE	Caesarstone Ltd.	33.6	$1.18B	2012	Capital Goods	Building Materials	NASDAQ	USD
CSTR	CapStar Financial Holdings, Inc.	19.3	$216.25M	2016	Finance	Major Banks	NASDAQ	USD
CSWC	Capital Southwest Corporation	16.36	$261.2M	NA	NA	NA	NASDAQ	USD
CSWI	CSW Industrials, Inc.	37	$586.38M	NA	Basic Industries	Home Furnishings	NASDAQ	USD
CSX	CSX Corporation	48.48	$44.91B	NA	Transportation	Railroads	NASDAQ	USD
CTAS	Cintas Corporation	119.07	$12.51B	1983	Consumer Non-Durables	Apparel	NASDAQ	USD
CTBI	Community Trust Bancorp, Inc.	46.9	$826.33M	NA	Finance	Major Banks	NASDAQ	USD
CTG	Computer Task Group, Incorporated	5.54	$88.03M	NA	Technology	EDP Services	NASDAQ	USD
CTHR	Charles & Colvard Ltd	1.16	$24.88M	1997	Consumer Durables	Consumer Specialties	NASDAQ	USD
CTIB	CTI Industries Corporation	6.11	$21.53M	1997	Basic Industries	Specialty Chemicals	NASDAQ	USD
CTIC	CTI BioPharma Corp.	4.27	$120.54M	1997	Health Care	Major Pharmaceuticals	NASDAQ	USD
CTMX	CytomX Therapeutics, Inc.	11.52	$419.36M	2015	Health Care	Major Pharmaceuticals	NASDAQ	USD
CTRE	CareTrust REIT, Inc.	15.74	$1.04B	NA	Consumer Services	Real Estate Investment Trusts	NASDAQ	USD
CTRL	Control4 Corporation	15.53	$371.68M	2013	Capital Goods	Electrical Products	NASDAQ	USD
CTRN	Citi Trends, Inc.	17.29	$257.65M	2005	Consumer Services	Clothing/Shoe/Accessory Stores	NASDAQ	USD
CTRP	Ctrip.com International, Ltd.	48.54	$22.64B	2003	Miscellaneous	Business Services	NASDAQ	USD
CTRV	ContraVir Pharmaceuticals Inc	1.49	$93.54M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
CTSH	Cognizant Technology Solutions Corporation	59.5	$36.1B	1998	Technology	EDP Services	NASDAQ	USD
CTSO	Cytosorbents Corporation	5.6	$142.63M	NA	Health Care	Medical/Dental Instruments	NASDAQ	USD
CTWS	Connecticut Water Service, Inc.	55.84	$627.66M	NA	Public Utilities	Water Supply	NASDAQ	USD
CTXS	Citrix Systems, Inc.	80.18	$12.54B	1995	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
CUBA	The Herzfeld Caribbean Basin Fund, Inc.	6.78	$41.59M	NA	NA	NA	NASDAQ	USD
CUBN	Commerce Union Bancshares, Inc.	22.09	$171.82M	NA	NA	NA	NASDAQ	USD
CUI	CUI Global, Inc.	6.5	$135.95M	NA	Consumer Non-Durables	Electronic Components	NASDAQ	USD
CUNB	CU Bancorp (CA)	39.5	$701.48M	NA	Finance	Major Banks	NASDAQ	USD
CUR	Neuralstem, Inc.	3.86	$42.59M	NA	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	NASDAQ	USD
CUTR	Cutera, Inc.	20.5	$274.87M	2004	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	NASDAQ	USD
CVBF	CVB Financial Corporation	23.72	$2.57B	NA	Finance	Major Banks	NASDAQ	USD
CVCO	Cavco Industries, Inc.	115.3	$1.04B	NA	Basic Industries	Homebuilding	NASDAQ	USD
CVCY	Central Valley Community Bancorp	21.78	$264.49M	NA	Finance	Major Banks	NASDAQ	USD
CVGI	Commercial Vehicle Group, Inc.	6.17	$187.25M	2004	Capital Goods	Auto Parts:O.E.M.	NASDAQ	USD
CVGW	Calavo Growers, Inc.	57.35	$1B	NA	Consumer Non-Durables	Farming/Seeds/Milling	NASDAQ	USD
CVLT	Commvault Systems, Inc.	50.45	$2.27B	2006	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
CVLY	Codorus Valley Bancorp, Inc	26.52	$222.26M	NA	Finance	Savings Institutions	NASDAQ	USD
CVTI	Covenant Transportation Group, Inc.	20.06	$364.98M	1994	Transportation	Trucking Freight/Courier Services	NASDAQ	USD
CVV	CVD Equipment Corporation	10.0107	$63.31M	NA	Technology	Industrial Machinery/Components	NASDAQ	USD
CWAY	Coastway Bancorp, Inc.	16.95	$74.63M	2014	Finance	Savings Institutions	NASDAQ	USD
CWBC	Community West Bancshares	10.35	$83.79M	NA	Finance	Major Banks	NASDAQ	USD
CWCO	Consolidated Water Co. Ltd.	10.35	$153.37M	NA	Public Utilities	Water Supply	NASDAQ	USD
CWST	Casella Waste Systems, Inc.	11.67	$484.17M	1997	Public Utilities	Environmental Services	NASDAQ	USD
CXDC	China XD Plastics Company Limited	4.7	$232.92M	NA	Capital Goods	Containers/Packaging	NASDAQ	USD
CXRX	Concordia International Corp.	2.3	$117.51M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
CXSE	WisdomTree China ex-State-Owned Enterprises Fund	55.5	$8.33M	NA	NA	NA	NASDAQ	USD
CY	Cypress Semiconductor Corporation	12.72	$4.1B	1986	Technology	Semiconductors	NASDAQ	USD
CYAD	Celyad SA	22.35	$208.16M	2015	Health Care	Major Pharmaceuticals	NASDAQ	USD
CYAN	Cyanotech Corporation	4.155	$23.55M	NA	Consumer Durables	Specialty Chemicals	NASDAQ	USD
CYBE	CyberOptics Corporation	34.15	$235.04M	1987	Capital Goods	Electronic Components	NASDAQ	USD
CYBR	CyberArk Software Ltd.	50.53	$1.68B	2014	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
CYCC	Cyclacel Pharmaceuticals, Inc.	3.92	$16.66M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
CYCCP	Cyclacel Pharmaceuticals, Inc.	5.74	$1.92M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
CYHHZ	Community Health Systems, Inc.	0.0075	NA	NA	Health Care	Hospital/Nursing Management	NASDAQ	USD
CYNO	Cynosure, Inc.	66.3	$1.58B	2005	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	NASDAQ	USD
CYOU	Changyou.com Limited	27.53	$1.44B	2009	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
CYRN	CYREN Ltd.	2.1	$82.25M	NA	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
CYRX	CryoPort, Inc.	3.17	$55.79M	NA	Transportation	Oil Refining/Marketing	NASDAQ	USD
CYRXW	CryoPort, Inc.	0.77	NA	NA	Transportation	Oil Refining/Marketing	NASDAQ	USD
CYTK	Cytokinetics, Incorporated	10.2	$413.27M	2004	Health Care	Major Pharmaceuticals	NASDAQ	USD
CYTR	CytRx Corporation	0.418	$45.37M	1986	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	NASDAQ	USD
CYTX	Cytori Therapeutics Inc	1.71	$36.78M	NA	Health Care	Medical/Dental Instruments	NASDAQ	USD
CYTXW	Cytori Therapeutics Inc	0.7615	NA	NA	Health Care	Medical/Dental Instruments	NASDAQ	USD
CZFC	Citizens First Corporation	19.72	$39.46M	NA	Finance	Major Banks	NASDAQ	USD
CZNC	Citizens & Northern Corp	23.82	$289.26M	NA	Finance	Major Banks	NASDAQ	USD
CZR	Caesars Entertainment Corporation	9.15	$1.35B	2012	Consumer Services	Hotels/Resorts	NASDAQ	USD
CZWI	Citizens Community Bancorp, Inc.	12.69	$66.84M	NA	Finance	Savings Institutions	NASDAQ	USD
DAIO	Data I/O Corporation	5.11	$40.84M	1981	Capital Goods	Electrical Products	NASDAQ	USD
DAKT	Daktronics, Inc.	9.72	$427.97M	1994	Consumer Durables	Miscellaneous manufacturing industries	NASDAQ	USD
DAVE	Famous Dave&#39;s of America, Inc.	5.8	$40.35M	NA	Consumer Services	Restaurants	NASDAQ	USD
DAX	Recon Capital DAX Germany ETF	25.989	$15.59M	NA	NA	NA	NASDAQ	USD
DBVT	DBV Technologies S.A.	35.78	$1.73B	2014	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	NASDAQ	USD
DCIX	Diana Containerships Inc.	2.55	$23.87M	NA	Transportation	Marine Transportation	NASDAQ	USD
DCOM	Dime Community Bancshares, Inc.	21.75	$814.66M	NA	Finance	Savings Institutions	NASDAQ	USD
DCTH	Delcath Systems, Inc.	0.1613	$5.13M	2000	Health Care	Medical/Dental Instruments	NASDAQ	USD
DDBI	Legg Mason Developed EX-US Diversified Core ETF	25.27	NA	NA	NA	NA	NASDAQ	USD
DELT	Delta Technology Holdings Limited	1.4216	$13.67M	NA	Basic Industries	Major Chemicals	NASDAQ	USD
DELTW	Delta Technology Holdings Limited	0.06	NA	2013	Basic Industries	Major Chemicals	NASDAQ	USD
DENN	Denny&#39;s Corporation	12.73	$933.96M	NA	Consumer Services	Restaurants	NASDAQ	USD
DEPO	Depomed, Inc.	16.32	$1B	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
DERM	Dermira, Inc.	33.2	$1.18B	2014	Health Care	Major Pharmaceuticals	NASDAQ	USD
DEST	Destination Maternity Corporation	5.1678	$72.41M	NA	Consumer Services	Clothing/Shoe/Accessory Stores	NASDAQ	USD
DFBG	Differential Brands Group Inc.	2.3	$30.09M	NA	Consumer Non-Durables	Apparel	NASDAQ	USD
DFFN	Diffusion Pharmaceuticals Inc.	3.42	$35.38M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
DFNL	Davis Select Financial ETF	21.09	NA	NA	NA	NA	NASDAQ	USD
DFRG	Del Frisco&#39;s Restaurant Group, Inc.	16.6	$390.56M	2012	Consumer Services	Restaurants	NASDAQ	USD
DFVL	iPath US Treasury 5-year Bull ETN	64.49	$4.51M	NA	Finance	Commercial Banks	NASDAQ	USD
DFVS	iPath US Treasury 5-year Bear Exchange Traded Note	30.08	$2.17M	NA	Finance	Commercial Banks	NASDAQ	USD
DGAS	Delta Natural Gas Company, Inc.	30.8	$219.41M	1981	Public Utilities	Oil & Gas Production	NASDAQ	USD
DGICA	Donegal Group, Inc.	16.9	$453.06M	NA	Finance	Property-Casualty Insurers	NASDAQ	USD
DGICB	Donegal Group, Inc.	16.1	$431.61M	1986	Finance	Property-Casualty Insurers	NASDAQ	USD
DGII	Digi International Inc.	12.9	$340.96M	1989	Technology	Computer Communications Equipment	NASDAQ	USD
DGLD	VelocityShares 3x Inverse Gold ETN linked to S&P GSCI Gold Ind	49.29	$12.52M	NA	Finance	Investment Bankers/Brokers/Service	NASDAQ	USD
DGLY	Digital Ally, Inc.	4.65	$25.01M	NA	Technology	Radio And Television Broadcasting And Communications Equipment	NASDAQ	USD
DGRE	WisdomTree Emerging Markets Quality Dividend Growth Fund	22.89	$43.49M	NA	NA	NA	NASDAQ	USD
DGRS	WisdomTree U.S. SmallCap Quality Dividend Growth Fund	33.6955	$102.77M	NA	NA	NA	NASDAQ	USD
DGRW	WisdomTree U.S. Quality Dividend Growth Fund	35.45	$1.23B	NA	NA	NA	NASDAQ	USD
DHIL	Diamond Hill Investment Group, Inc.	202.25	$690.49M	NA	Finance	Investment Managers	NASDAQ	USD
DHXM	DHX Media Ltd.	4.45	$111.07M	NA	NA	NA	NASDAQ	USD
DIOD	Diodes Incorporated	24.84	$1.2B	NA	Technology	Semiconductors	NASDAQ	USD
DISCA	Discovery Communications, Inc.	29.27	$11.38B	NA	Consumer Services	Television Services	NASDAQ	USD
DISCB	Discovery Communications, Inc.	29.6	$11.5B	NA	Consumer Services	Television Services	NASDAQ	USD
