Symbol	Name	LastSale	MarketCap	IPOyear	Sector	Industry	Exchange	Currency
DLNG	Dynagas LNG Partners LP	16.62	$589.84M	NA	Consumer Services	Marine Transportation	NYSE	USD
DLNG-PA	Dynagas LNG Partners LP	25.7	NA	NA	NA	NA	NYSE	USD
DLPH	Delphi Automotive plc	76.69	$20.67B	2011	Capital Goods	Auto Parts:O.E.M.	NYSE	USD
DLR	Digital Realty Trust, Inc.	107.83	$17.14B	2004	Consumer Services	Real Estate Investment Trusts	NYSE	USD
DLR-PF	Digital Realty Trust, Inc.	25.46	NA	NA	NA	NA	NYSE	USD
DLR-PG	Digital Realty Trust, Inc.	25.2	NA	NA	NA	NA	NYSE	USD
DLR-PH	Digital Realty Trust, Inc.	27.55	NA	NA	NA	NA	NYSE	USD
DLR-PI	Digital Realty Trust, Inc.	26.36	NA	NA	NA	NA	NYSE	USD
DLX	Deluxe Corporation	75.51	$3.67B	NA	Consumer Durables	Publishing	NYSE	USD
DM	Dominion Midstream Partners, LP	30.7	$2.86B	2014	Public Utilities	Natural Gas Distribution	NYSE	USD
DMB	Dreyfus Municipal Bond Infrastructure Fund, Inc.	12.73	$234M	2013	NA	NA	NYSE	USD
DMO	Western Asset Mortgage Defined Opportunity Fund Inc	23.74	$247.7M	2010	NA	NA	NYSE	USD
DNB	Dun & Bradstreet Corporation (The)	105.6	$3.88B	NA	Finance	Finance: Consumer Services	NYSE	USD
DNI	Dividend and Income Fund	12.43	$131.23M	NA	NA	NA	NYSE	USD
DNOW	NOW Inc.	19.29	$2.07B	2014	Energy	Metal Fabrications	NYSE	USD
DNP	Duff & Phelps Utilities Income, Inc.	10.66	$3.02B	1987	NA	NA	NYSE	USD
DNR	Denbury Resources Inc.	2.73	$1.09B	NA	Energy	Oil & Gas Production	NYSE	USD
DO	Diamond Offshore Drilling, Inc.	16.91	$2.32B	1995	Energy	Oil & Gas Production	NYSE	USD
DOC	Physicians Realty Trust	20.09	$2.72B	2013	Consumer Services	Real Estate Investment Trusts	NYSE	USD
DOOR	Masonite International Corporation	77	$2.31B	NA	Basic Industries	Forest Products	NYSE	USD
DOV	Dover Corporation	80.06	$12.45B	NA	Technology	Industrial Machinery/Components	NYSE	USD
DOW	Dow Chemical Company (The)	63.55	$77.11B	NA	Basic Industries	Major Chemicals	NYSE	USD
DPG	Duff & Phelps Global Utility Income Fund Inc.	16.71	$633.81M	2011	NA	NA	NYSE	USD
DPLO	Diplomat Pharmacy, Inc.	14.31	$954.92M	2014	Health Care	Medical/Nursing Services	NYSE	USD
DPS	Dr Pepper Snapple Group, Inc	94.79	$17.36B	NA	Consumer Non-Durables	Beverages (Production/Distribution)	NYSE	USD
DPZ	Domino&#39;s Pizza Inc	186.28	$8.98B	2004	Consumer Non-Durables	Food Distributors	NYSE	USD
DQ	DAQO New Energy Corp.	25.79	$269.08M	2010	Technology	Semiconductors	NYSE	USD
DRA	Diversified Real Asset Income Fund	17.11	$305.16M	NA	NA	NA	NYSE	USD
DRD	DRDGOLD Limited	5.79	$249.8M	NA	Basic Industries	Precious Metals	NYSE	USD
DRE	Duke Realty Corporation	25.77	$9.16B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
DRH	Diamondrock Hospitality Company	11.16	$2.24B	2005	Consumer Services	Real Estate Investment Trusts	NYSE	USD
DRI	Darden Restaurants, Inc.	75.46	$9.37B	NA	Consumer Services	Restaurants	NYSE	USD
DRQ	Dril-Quip, Inc.	64.95	$2.44B	1997	Energy	Metal Fabrications	NYSE	USD
DRUA	Dominion Resources, Inc.	23.81	NA	2016	Public Utilities	Electric Utilities: Central	NYSE	USD
DS	Drive Shack Inc.	4.31	$287.62M	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
DS-PB	Drive Shack Inc.	25.57	NA	NA	NA	NA	NYSE	USD
DS-PC	Drive Shack Inc.	24.8	NA	NA	NA	NA	NYSE	USD
DS-PD	Drive Shack Inc.	25.0951	NA	NA	NA	NA	NYSE	USD
DSE	Duff & Phelps Select Energy MLP Fund Inc.	7.94	$207.04M	2014	NA	NA	NYSE	USD
DSL	DoubleLine Income Solutions Fund	20.2	$2.05B	2013	NA	NA	NYSE	USD
DSM	Dreyfus Strategic Municipal Bond Fund, Inc.	8.47	$416.32M	1989	NA	NA	NYSE	USD
DST	DST Systems, Inc.	119.25	$3.81B	1995	Technology	EDP Services	NYSE	USD
DSU	Blackrock Debt Strategies Fund, Inc.	11.64	$725.22M	1998	NA	NA	NYSE	USD
DSW	DSW Inc.	21.57	$1.73B	2005	Consumer Services	Clothing/Shoe/Accessory Stores	NYSE	USD
DSX	Diana Shipping inc.	3.62	$306.6M	2005	Transportation	Marine Transportation	NYSE	USD
DSX-PB	Diana Shipping inc.	18.4	NA	NA	NA	NA	NYSE	USD
DSXN	Diana Shipping inc.	23.5	NA	2015	Transportation	Marine Transportation	NYSE	USD
DTE	DTE Energy Company	101.09	$18.14B	NA	Public Utilities	Electric Utilities: Central	NYSE	USD
DTF	Duff & Phelps Utilities Tax-Free Income, Inc.	15.66	$133.41M	1991	NA	NA	NYSE	USD
DTJ	DTE Energy Company	24.13	NA	2016	Public Utilities	Electric Utilities: Central	NYSE	USD
DTK	Deutsche Bank AG	25.84	NA	NA	Finance	Major Banks	NYSE	USD
DTLA-P	Brookfield DTLA Inc.	25.09	NA	NA	NA	NA	NYSE	USD
DTQ	DTE Energy Company	24.65	NA	NA	Public Utilities	Electric Utilities: Central	NYSE	USD
DTV	DTE Energy Company	54.35	NA	2016	Public Utilities	Electric Utilities: Central	NYSE	USD
DTY	DTE Energy Company	25.97	NA	2016	Public Utilities	Electric Utilities: Central	NYSE	USD
DUC	Duff & Phelps Utility & Corporate Bond Trust, Inc.	9.36	$257.35M	1993	NA	NA	NYSE	USD
DUK	Duke Energy Corporation	81.96	$56.47B	NA	Public Utilities	Power Generation	NYSE	USD
DUKH	Duke Energy Corporation	25.36	NA	NA	Public Utilities	Power Generation	NYSE	USD
DV	DeVry Education Group Inc.	32.55	$2.05B	NA	Consumer Services	Other Consumer Services	NYSE	USD
DVA	DaVita Inc.	69.04	$13.43B	NA	Health Care	Hospital/Nursing Management	NYSE	USD
DVD	Dover Motorsports, Inc.	2.35	$86.49M	1996	Consumer Services	Services-Misc. Amusement & Recreation	NYSE	USD
DVMT	Dell Technologies Inc.	64.24	$13.88B	NA	Technology	Computer Manufacturing	NYSE	USD
DVN	Devon Energy Corporation	42.81	$22.46B	NA	Energy	Oil & Gas Production	NYSE	USD
DX	Dynex Capital, Inc.	6.89	$338.67M	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
DX-PA	Dynex Capital, Inc.	25.31	NA	NA	NA	NA	NYSE	USD
DX-PB	Dynex Capital, Inc.	23.45	NA	NA	NA	NA	NYSE	USD
DXB	Deutsche Bank AG	24.61	NA	NA	Finance	Major Banks	NYSE	USD
DY	Dycom Industries, Inc.	81.25	$2.56B	NA	Basic Industries	Water Supply	NYSE	USD
DYN	Dynegy Inc.	8.48	$1.11B	NA	Public Utilities	Electric Utilities: Central	NYSE	USD
DYN-PA	Dynegy Inc.	31.42	NA	NA	NA	NA	NYSE	USD
DYN.WS	Dynegy Inc.	NA	NA	NA	NA	NA	NYSE	USD
DYNC	Dynegy Inc.	63	NA	2016	Public Utilities	Electric Utilities: Central	NYSE	USD
E	ENI S.p.A.	30.19	$54.86B	NA	Energy	Oil & Gas Production	NYSE	USD
EAB	Entergy Arkansas, Inc.	23.95	NA	NA	Public Utilities	Electric Utilities: Central	NYSE	USD
EAE	Entergy Arkansas, Inc.	23.64	NA	2013	Public Utilities	Electric Utilities: Central	NYSE	USD
EAI	Entergy Arkansas, Inc.	22.83	NA	2016	Public Utilities	Electric Utilities: Central	NYSE	USD
EARN	Ellington Residential Mortgage REIT	14.61	$133.4M	2013	Consumer Services	Real Estate Investment Trusts	NYSE	USD
EAT	Brinker International, Inc.	42.56	$2.08B	NA	Consumer Services	Restaurants	NYSE	USD
EBF	Ennis, Inc.	16.85	$430.94M	NA	Consumer Services	Office Equipment/Supplies/Services	NYSE	USD
EBR	Centrais Electricas Brasileiras S.A.- Eletrobras	6.76	$9.14B	2016	Public Utilities	Electric Utilities: Central	NYSE	USD
EBR.B	Centrais Electricas Brasileiras S.A.- Eletrobras	NA	NA	2016	NA	NA	NYSE	USD
EBS	Emergent Biosolutions, Inc.	29.95	$1.21B	2006	Health Care	Major Pharmaceuticals	NYSE	USD
EC	Ecopetrol S.A.	9.08	$18.67B	NA	Energy	Oil & Gas Production	NYSE	USD
ECA	Encana Corporation	11.19	$10.89B	NA	Energy	Oil & Gas Production	NYSE	USD
ECC	Eagle Point Credit Company Inc.	18.68	$307.75M	2014	NA	NA	NYSE	USD
ECCA	Eagle Point Credit Company Inc.	26.15	NA	2015	NA	NA	NYSE	USD
ECCB	Eagle Point Credit Company Inc.	26.0001	NA	2016	NA	NA	NYSE	USD
ECCZ	Eagle Point Credit Company Inc.	25.86	NA	2015	NA	NA	NYSE	USD
ECL	Ecolab Inc.	125.5	$36.59B	NA	Basic Industries	Package Goods/Cosmetics	NYSE	USD
ECOM	ChannelAdvisor Corporation	11.15	$289.47M	2013	Technology	Computer Software: Prepackaged Software	NYSE	USD
ECR	Eclipse Resources Corporation	2.15	$560.27M	2014	Energy	Oil & Gas Production	NYSE	USD
ECT	ECA Marcellus Trust I	2.35	$41.37M	2010	Energy	Oil & Gas Production	NYSE	USD
ED	Consolidated Edison Inc	76.61	$23.37B	NA	Public Utilities	Power Generation	NYSE	USD
EDD	Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.	7.79	$522.91M	2007	NA	NA	NYSE	USD
EDF	Stone Harbor Emerging Markets Income Fund	15.75	$249.54M	2010	NA	NA	NYSE	USD
EDI	Stone Harbor Emerging Markets Total Income Fund	15.6	$149.97M	2012	NA	NA	NYSE	USD
EDN	Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor)	33.99	$1.54B	2007	Public Utilities	Electric Utilities: Central	NYSE	USD
EDR	Education Realty Trust Inc.	42.26	$3.09B	2005	Consumer Services	Real Estate Investment Trusts	NYSE	USD
EDU	New Oriental Education & Technology Group, Inc.	49.15	$7.74B	2006	Consumer Services	Other Consumer Services	NYSE	USD
EE	El Paso Electric Company	48.55	$1.97B	NA	Public Utilities	Electric Utilities: Central	NYSE	USD
EEA	European Equity Fund, Inc. (The)	7.94	$67.35M	NA	NA	NA	NYSE	USD
EEP	Enbridge Energy, L.P.	18.09	$7.89B	NA	Energy	Natural Gas Distribution	NYSE	USD
EEQ	Enbridge Energy Management LLC	17.81	$1.5B	2002	Energy	Oil & Gas Production	NYSE	USD
EFC	Ellington Financial LLC	16.68	$538.68M	2010	Finance	Real Estate	NYSE	USD
EFF	Eaton vance Floating-Rate Income Plus Fund	16.98	$129.16M	2013	NA	NA	NYSE	USD
EFR	Eaton Vance Senior Floating-Rate Fund	15.28	$562.94M	2003	NA	NA	NYSE	USD
EFT	Eaton Vance Floating Rate Income Trust	15.25	$607.92M	2004	NA	NA	NYSE	USD
EFX	Equifax, Inc.	129.38	$15.51B	NA	Finance	Finance: Consumer Services	NYSE	USD
EGF	Blackrock Enhanced Government Fund, Inc	13.2486	$95.61M	2005	NA	NA	NYSE	USD
EGIF	Eagle Growth and Income Opportunities Fund	17.08	$122.65M	2015	NA	NA	NYSE	USD
EGL	Engility Holdings, Inc.	31	$1.14B	2015	Consumer Services	Military/Government/Technical	NYSE	USD
EGN	Energen Corporation	51.75	$5.02B	NA	Energy	Oil & Gas Production	NYSE	USD
EGO	Eldorado Gold Corporation	3.22	$2.31B	NA	Basic Industries	Precious Metals	NYSE	USD
EGP	EastGroup Properties, Inc.	74.12	$2.47B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
EGY	Vaalco Energy Inc	1.1	$64.5M	NA	Energy	Oil & Gas Production	NYSE	USD
EHI	Western Asset Global High Income Fund Inc	10.14	$458.76M	2003	NA	NA	NYSE	USD
EHIC	eHi Car Services Limited	10.25	$711.32M	2014	Consumer Services	Rental/Leasing Companies	NYSE	USD
EHT	Eaton Vance High Income 2021 Target Term Trust	10.06	$191.14M	2016	NA	NA	NYSE	USD
EIG	Employers Holdings Inc	38.3	$1.23B	2007	Finance	Property-Casualty Insurers	NYSE	USD
EIX	Edison International	78.87	$25.7B	NA	Public Utilities	Electric Utilities: Central	NYSE	USD
EL	Estee Lauder Companies, Inc. (The)	83.75	$30.69B	1995	Consumer Non-Durables	Package Goods/Cosmetics	NYSE	USD
ELC	Entergy Louisiana, Inc.	22.86	NA	2016	Public Utilities	Electric Utilities: Central	NYSE	USD
ELF	e.l.f. Beauty, Inc.	28.17	$1.27B	2016	Consumer Non-Durables	Package Goods/Cosmetics	NYSE	USD
ELJ	Entergy Louisiana, Inc.	24.51	NA	NA	Public Utilities	Electric Utilities: Central	NYSE	USD
ELLI	Ellie Mae, Inc.	92.99	$3.13B	2011	Technology	Computer Software: Prepackaged Software	NYSE	USD
ELP	Companhia Paranaense de Energia (COPEL)	10.74	$2.94B	NA	Public Utilities	Electric Utilities: Central	NYSE	USD
ELS	Equity Lifestyle Properties, Inc.	79.42	$6.79B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
ELS-PC	Equity Lifestyle Properties, Inc.	25.65	NA	NA	NA	NA	NYSE	USD
ELU	Entergy Louisiana, Inc.	23.1791	NA	NA	Public Utilities	Electric Utilities: Central	NYSE	USD
ELY	Callaway Golf Company	10.14	$954.3M	1992	Consumer Non-Durables	Recreational Products/Toys	NYSE	USD
EMD	Western Asset Emerging Markets Debt Fund Inc	15.5	$477.31M	NA	NA	NA	NYSE	USD
EME	EMCOR Group, Inc.	61.94	$3.76B	NA	Capital Goods	Engineering & Construction	NYSE	USD
EMES	Emerge Energy Services LP	18.55	$529.91M	2013	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	NYSE	USD
EMF	Templeton Emerging Markets Fund	13.55	$244.03M	1987	NA	NA	NYSE	USD
EMN	Eastman Chemical Company	80.16	$11.76B	NA	Basic Industries	Major Chemicals	NYSE	USD
EMO	ClearBridge Energy MLP Opportunity Fund Inc.	13.71	$427.7M	2011	NA	NA	NYSE	USD
EMP	Entergy Mississippi, Inc.	22.87	NA	2016	Public Utilities	Electric Utilities: Central	NYSE	USD
EMR	Emerson Electric Company	60.48	$39.01B	NA	Energy	Consumer Electronics/Appliances	NYSE	USD
ENB	Enbridge Inc	41.34	$38.99B	NA	Energy	Natural Gas Distribution	NYSE	USD
ENBL	Enable Midstream Partners, LP	15.9	$6.71B	2014	Public Utilities	Natural Gas Distribution	NYSE	USD
ENH	Endurance Specialty Holdings Ltd	92.9	$6.28B	2003	Finance	Property-Casualty Insurers	NYSE	USD
ENH-PC	Endurance Specialty Holdings Ltd	26.5	NA	NA	NA	NA	NYSE	USD
ENIA	Enel Americas S.A.	9.62	$11.2B	NA	Public Utilities	Electric Utilities: Central	NYSE	USD
ENIC	Enel Chile S.A.	5.02	$4.93B	2016	Public Utilities	Electric Utilities: Central	NYSE	USD
ENJ	Entergy New Orleans, Inc.	24.3	NA	NA	Public Utilities	Power Generation	NYSE	USD
ENLC	EnLink Midstream, LLC	19.05	$3.43B	NA	Public Utilities	Natural Gas Distribution	NYSE	USD
ENLK	EnLink Midstream Partners, LP	18.75	$6.43B	NA	Public Utilities	Natural Gas Distribution	NYSE	USD
ENO	Entergy New Orleans, Inc.	24.9817	NA	2016	Public Utilities	Power Generation	NYSE	USD
ENR	Energizer Holdings, Inc.	54.13	$3.35B	2015	Miscellaneous	Industrial Machinery/Components	NYSE	USD
ENS	Enersys	75.98	$3.3B	2004	Consumer Non-Durables	Telecommunications Equipment	NYSE	USD
ENV	Envestnet, Inc	38.6	$1.66B	2010	Miscellaneous	Business Services	NYSE	USD
ENVA	Enova International, Inc.	14.6	$486.08M	2014	Finance	Finance: Consumer Services	NYSE	USD
ENZ	Enzo Biochem, Inc.	6.66	$308.29M	NA	Health Care	Medical Specialities	NYSE	USD
EOCC	Enel Generacion Chile S.A.	20.48	$5.6B	NA	Public Utilities	Electric Utilities: Central	NYSE	USD
EOD	Wells Fargo Global Dividend Opportunity Fund	5.67	$260.33M	2007	NA	NA	NYSE	USD
EOG	EOG Resources, Inc.	96.3	$55.51B	NA	Energy	Oil & Gas Production	NYSE	USD
EOI	Eaton Vance Enhance Equity Income Fund	13.17	$515.91M	2004	NA	NA	NYSE	USD
EOS	Eaton Vance Enhanced Equity Income Fund II	13.5899	$647.63M	2005	NA	NA	NYSE	USD
EOT	Eaton Vance Municipal Income Trust	22.04	$335.28M	2009	NA	NA	NYSE	USD
EP-PC	El Paso Corporation	49.98	NA	NA	Public Utilities	Natural Gas Distribution	NYSE	USD
EPAM	EPAM Systems, Inc.	74.33	$3.8B	2012	Technology	EDP Services	NYSE	USD
EPC	Energizer Holdings, Inc.	74.69	$4.29B	NA	Consumer Non-Durables	Package Goods/Cosmetics	NYSE	USD
EPD	Enterprise Products Partners L.P.	27.93	$58.77B	NA	Public Utilities	Natural Gas Distribution	NYSE	USD
EPE	EP Energy Corporation	4.81	$1.21B	2014	Energy	Oil & Gas Production	NYSE	USD
EPR	EPR Properties	76.78	$4.89B	1997	Consumer Services	Real Estate Investment Trusts	NYSE	USD
EPR-PC	EPR Properties	30.13	NA	NA	NA	NA	NYSE	USD
EPR-PE	EPR Properties	36.95	NA	NA	NA	NA	NYSE	USD
EPR-PF	EPR Properties	25.72	NA	NA	NA	NA	NYSE	USD
EQC	Equity Commonwealth	31.63	$3.92B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
EQC-PD	Equity Commonwealth	25.216	NA	NA	NA	NA	NYSE	USD
EQCO	Equity Commonwealth	24.84	NA	2012	Consumer Services	Real Estate Investment Trusts	NYSE	USD
EQGP	EQT GP Holdings, LP	27.69	$7.37B	2015	Public Utilities	Natural Gas Distribution	NYSE	USD
EQM	EQT Midstream Partners, LP	78.79	$6.35B	2012	Public Utilities	Natural Gas Distribution	NYSE	USD
EQR	Equity Residential	62.78	$22.97B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
EQS	Equus Total Return, Inc.	2.18	$27.63M	NA	NA	NA	NYSE	USD
EQT	EQT Corporation	59.94	$10.39B	NA	Energy	Oil & Gas Production	NYSE	USD
EQY	Equity One, Inc.	32	$4.64B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
ERA	Era Group, Inc.	14	$293.17M	NA	Transportation	Transportation Services	NYSE	USD
ERF	Enerplus Corporation	8.73	$2.1B	NA	Energy	Oil & Gas Production	NYSE	USD
ERJ	Embraer-Empresa Brasileira de Aeronautica	23.01	$4.23B	2000	Capital Goods	Aerospace	NYSE	USD
EROS	Eros International PLC	11.5	$694.91M	2013	Consumer Services	Movies/Entertainment	NYSE	USD
ES	Eversource Energy	59.03	$18.71B	NA	Public Utilities	Electric Utilities: Central	NYSE	USD
ESE	ESCO Technologies Inc.	55.5	$1.43B	NA	Consumer Durables	Telecommunications Equipment	NYSE	USD
ESL	Esterline Technologies Corporation	88.95	$2.64B	NA	Capital Goods	Industrial Machinery/Components	NYSE	USD
ESNT	Essent Group Ltd.	34.44	$3.22B	2013	Finance	Property-Casualty Insurers	NYSE	USD
ESRT	Empire State Realty Trust, Inc.	21.78	$6.72B	2013	Consumer Services	Real Estate Investment Trusts	NYSE	USD
ESS	Essex Property Trust, Inc.	232.35	$15.23B	1994	Consumer Services	Real Estate Investment Trusts	NYSE	USD
ESV	ENSCO plc	10.17	$3.09B	NA	Energy	Oil & Gas Production	NYSE	USD
ETB	Eaton Vance Tax-Managed Buy-Write Income Fund	16.52	$407.96M	2005	NA	NA	NYSE	USD
ETE	Energy Transfer Equity, L.P.	18.87	$19.76B	2006	Public Utilities	Natural Gas Distribution	NYSE	USD
ETG	Eaton Vance Tax-Advantaged Global Dividend Income Fund	15.37	$1.17B	2004	NA	NA	NYSE	USD
ETH	Ethan Allen Interiors Inc.	28.45	$787.79M	1993	Consumer Durables	Home Furnishings	NYSE	USD
ETJ	Eaton Vance Risk-Managed Diversified Equity Income Fund	9.58	$609.93M	2007	NA	NA	NYSE	USD
ETM	Entercom Communications Corporation	16.15	$657.41M	1999	Consumer Services	Broadcasting	NYSE	USD
ETN	Eaton Corporation, PLC	72.39	$32.7B	NA	Technology	Industrial Machinery/Components	NYSE	USD
ETO	Eaton Vance Tax-Advantage Global Dividend Opp	22.67	$329.27M	2004	NA	NA	NYSE	USD
ETP	ENERGY TRANSFER PARTNERS	37.71	$27.49B	NA	Public Utilities	Natural Gas Distribution	NYSE	USD
ETR	Entergy Corporation	75.8	$13.58B	NA	Public Utilities	Electric Utilities: Central	NYSE	USD
ETV	Eaton Vance Corporation	15.28	$976.16M	2005	NA	NA	NYSE	USD
ETW	Eaton Vance Corporation	10.84	$1.15B	2005	NA	NA	NYSE	USD
ETX	Eaton Vance Municipal Income 2028 Term Trust	19.54	$211.67M	2013	NA	NA	NYSE	USD
ETY	Eaton Vance Tax-Managed Diversified Equity Income Fund	10.95	$1.64B	2006	NA	NA	NYSE	USD
EURN	Euronav NV	8	$1.27B	2015	Transportation	Marine Transportation	NYSE	USD
EV	Eaton Vance Corporation	46.96	$5.35B	NA	Finance	Investment Managers	NYSE	USD
EVA	Enviva Partners, LP	27.75	$695.3M	2015	Basic Industries	Forest Products	NYSE	USD
EVC	Entravision Communications Corporation	5.65	$506.7M	2000	Consumer Services	Broadcasting	NYSE	USD
EVER	EverBank Financial Corp.	19.42	$2.48B	2012	Finance	Savings Institutions	NYSE	USD
EVER-PA	EverBank Financial Corp.	25.6778	NA	NA	NA	NA	NYSE	USD
EVF	Eaton Vance Senior Income Trust	6.91	$261.66M	1998	NA	NA	NYSE	USD
EVG	Eaton Vance Short Diversified Income Fund	13.99	$250.15M	2005	NA	NA	NYSE	USD
EVH	Evolent Health, Inc	20.35	$1.38B	2015	Consumer Services	Other Consumer Services	NYSE	USD
EVHC	Envision Healthcare Corporation	71.39	$8.38B	2016	Health Care	Medical/Nursing Services	NYSE	USD
EVHC-P	Envision Healthcare Corporation	131.58	NA	NA	NA	NA	NYSE	USD
EVN	Eaton Vance Municipal Income Trust	12.98	$308.69M	1999	NA	NA	NYSE	USD
EVR	Evercore Partners Inc	79.65	$3.1B	2006	Finance	Investment Managers	NYSE	USD
EVRI	Everi Holdings Inc.	3.3	$217.98M	NA	Finance	Finance: Consumer Services	NYSE	USD
EVT	Eaton Vance Tax Advantaged Dividend Income Fund	21.9	$1.6B	2003	NA	NA	NYSE	USD
EVTC	Evertec, Inc.	17.45	$1.28B	2013	Technology	EDP Services	NYSE	USD
EW	Edwards Lifesciences Corporation	94.76	$20.14B	NA	Health Care	Industrial Specialties	NYSE	USD
EXAR	Exar Corporation	10.8	$549.62M	1985	Technology	Semiconductors	NYSE	USD
EXC	Exelon Corporation	37.18	$34.45B	NA	Public Utilities	Power Generation	NYSE	USD
EXCU	Exelon Corporation	49.62	$45.98B	NA	Public Utilities	Power Generation	NYSE	USD
EXD	Eaton Vance Tax-Advantaged Bond	11.58	$112.69M	2010	NA	NA	NYSE	USD
EXG	Eaton Vance Tax-Managed Global Diversified Equity Income Fund	8.71	$2.63B	2007	NA	NA	NYSE	USD
EXK	Endeavour Silver Corporation	4.6	$584.57M	NA	Basic Industries	Precious Metals	NYSE	USD
EXP	Eagle Materials Inc	102.08	$4.94B	NA	Capital Goods	Building Materials	NYSE	USD
EXPR	Express, Inc.	10.98	$868.52M	2010	Consumer Services	Clothing/Shoe/Accessory Stores	NYSE	USD
EXR	Extra Space Storage Inc	79.49	$10.01B	2004	Consumer Services	Real Estate Investment Trusts	NYSE	USD
EXTN	Exterran Corporation	30.15	$1.07B	2015	Technology	Diversified Commercial Services	NYSE	USD
EZT	Entergy Texas Inc	26.87	NA	2014	Public Utilities	Electric Utilities: Central	NYSE	USD
F	Ford Motor Company	12.47	$49.56B	NA	Capital Goods	Auto Manufacturing	NYSE	USD
FAC	First Acceptance Corporation	1.45	$59.59M	NA	Finance	Property-Casualty Insurers	NYSE	USD
FAF	First American Corporation (The)	39.67	$4.36B	NA	Finance	Specialty Insurers	NYSE	USD
FAM	First Trust/Aberdeen Global Opportunity Income Fund	11.53	$199.09M	2006	NA	NA	NYSE	USD
FBC	Flagstar Bancorp, Inc.	28.47	$1.62B	NA	Finance	Savings Institutions	NYSE	USD
FBHS	Fortune Brands Home & Security, Inc.	57.4	$8.86B	NA	Basic Industries	Homebuilding	NYSE	USD
FBK	FB Financial Corporation	32.23	$776.99M	2016	Finance	Major Banks	NYSE	USD
FBM	Foundation Building Materials, Inc.	15.92	$680.97M	2017	Consumer Services	RETAIL: Building Materials	NYSE	USD
FBP	First BanCorp.	6.48	$1.41B	NA	Finance	Major Banks	NYSE	USD
FBR	Fibria Celulose S.A.	8.52	$4.72B	1997	Basic Industries	Paper	NYSE	USD
FC	Franklin Covey Company	18.3	$252.56M	NA	Consumer Services	Other Consumer Services	NYSE	USD
FCAU	Fiat Chrysler Automobiles N.V.	10.79	$18.32B	2014	Capital Goods	Auto Manufacturing	NYSE	USD
FCB	FCB Financial Holdings, Inc.	49.2	$2.02B	2014	Finance	Major Banks	NYSE	USD
FCE.A	Forest City Realty Trust, Inc.	NA	NA	NA	NA	NA	NYSE	USD
FCE.B	Forest City Realty Trust, Inc.	NA	NA	NA	NA	NA	NYSE	USD
FCF	First Commonwealth Financial Corporation	14.05	$1.25B	NA	Finance	Major Banks	NYSE	USD
FCFS	First Cash, Inc.	44.15	$2.14B	1991	Consumer Services	Other Specialty Stores	NYSE	USD
FCH	FelCor Lodging Trust Incorporated	7.08	$975.54M	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
FCH-PA	FelCor Lodging Trust Incorporated	24.52	NA	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
FCN	FTI Consulting, Inc.	39.89	$1.69B	NA	Consumer Services	Professional Services	NYSE	USD
FCPT	Four Corners Property Trust, Inc.	22.49	$1.35B	2015	Consumer Services	Real Estate Investment Trusts	NYSE	USD
FCT	First Trust Senior Floating Rate Income Fund II	13.91	$371.36M	2004	NA	NA	NYSE	USD
FCX	Freeport-McMoran, Inc.	13.25	$19.08B	NA	Basic Industries	Precious Metals	NYSE	USD
FDC	First Data Corporation	16.27	$14.82B	2015	Miscellaneous	Business Services	NYSE	USD
FDEU	First Trust Dynamic Europe Equity Income Fund	16.83	$290.01M	2015	NA	NA	NYSE	USD
FDP	Fresh Del Monte Produce, Inc.	57.72	$2.96B	1997	Consumer Non-Durables	Farming/Seeds/Milling	NYSE	USD
FDS	FactSet Research Systems Inc.	182.29	$7.21B	1996	Technology	Computer Software: Programming, Data Processing	NYSE	USD
FDX	FedEx Corporation	193.11	$51.47B	NA	Transportation	Air Freight/Delivery Services	NYSE	USD
FE	FirstEnergy Corporation	32.32	$14.3B	NA	Public Utilities	Electric Utilities: Central	NYSE	USD
FEI	First Trust MLP and Energy Income Fund	16.8	$764.15M	1984	NA	NA	NYSE	USD
FELP	Foresight Energy LP	6.46	$846.64M	2014	Energy	Coal Mining	NYSE	USD
FENG	Phoenix New Media Limited	3.95	$281.76M	2011	Consumer Services	Broadcasting	NYSE	USD
FEO	First Trust/Aberdeen Emerging Opportunity Fund	15.1202	$79.4M	NA	NA	NA	NYSE	USD
FET	Forum Energy Technologies, Inc.	21	$2B	2012	Energy	Metal Fabrications	NYSE	USD
FF	FutureFuel Corp.	13.61	$595.05M	NA	Basic Industries	Major Chemicals	NYSE	USD
FFA	First Trust	14.28	$285.22M	2004	NA	NA	NYSE	USD
FFC	Flaherty & Crumrine Preferred Securities Income Fund Inc	19.83	$872.9M	2003	NA	NA	NYSE	USD
